No,Wavelet transform,Period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,Corr
701,Annual,1,Welton Spring,499885,379795,53.30568,-0.502472,Oolites,loam,clay loam,1.873603505,1.496203954,283.4453841,7.722836944,0.006581605,4.558586323,101018.4006,321.4647649,118.7857804,29.77945328,1.90901804,3.300001144,19,37,44,1.409999967,31,31,38,1.330000043,130,0.0005,6.279627133,127.8816854,751,0,,2015,2019,5,0.153424658,62,58,20,5,12.4,11.6,4,6.205743603,0.456837777,0.82264941
743,Annual,1,Branston,501945,365615,53.177872,-0.476102,Oolites,clay,clay,1.784665939,1.486398691,283.3930981,7.04030681,0.006563737,4.544721448,100715.9187,321.1627458,117.4313468,54.17839813,0.858936548,8.599998474,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,1.963031578,270.8277272,751,0,,2015,2019,5,0.2,59,58,20,5,11.8,11.6,4,9.553313384,0.112421315,0.554739644
748,Decadal,43,Council Houses Oxborough,574327,301697,52.585117,0.571744,Chalk,sand,loamy sand,1.734556409,1.516122534,283.9469213,7.787020949,0.006730133,4.103461483,101291.0755,322.0741508,120.3808526,10.77464867,0.812401891,2.900000572,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,44.85221036,35.51648287,5001,0.286249995,,2015,2019,5,0.169863014,56,56,20,5,11.2,11.2,4,4.55464867,0.29487891,0.922762597
751,Multiannual,7,Winterbourne Farm,445765,172445,51.449144,-1.342815,Chalk,loam,clay loam,1.866100766,1.466674936,283.743855,8.427272862,0.006753945,3.521728265,100248.1197,322.1439143,122.6862065,94.12808228,1.671885967,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,28.04038051,168.1587598,51,0,,2015,2019,5,0.284931507,1505,55,20,5,301,11,4,0.441410977,0.477776491,0.78560954
767,Multiannual,7,Peasemore,446125,176275,51.48355,-1.337136,Chalk,silt loam,loam,1.916429353,1.422610889,283.5638707,8.427272862,0.006697105,3.52250048,99904.48852,321.3394248,119.5743738,123.6120758,4.962615013,3.900001526,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,26.92836753,61.54395241,51,5.540248871,,2015,2019,5,0.610958904,1270,49,19,5,254,9.8,3.8,15.12695053,2.780945742,0.833515893
785,Annual,1,Old Castle Dallington,565468,119119,50.947758,0.354173,Corallian Limestone,loam,clay loam,2.458817086,1.391698945,283.8925505,6.103997887,0.00695311,4.222472418,100150.4385,320.574537,117.46779,104.6066589,7.66973877,18.20000458,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,3.694811257,83.70608256,501,0,,2015,2019,5,0.178082192,58,58,20,5,11.6,11.6,4,6.004934762,1.341963484,0.920179968
800,Annual,1,Kingsmilldown,610570,143953,51.156067,1.009818,Chalk,sandy clay loam,clay loam,2.278806127,1.507769586,283.66263,6.701862052,0.006881277,4.496313059,99562.86381,319.4897937,127.324739,169.0644531,2.336825609,38.19999695,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,21.83665999,97.09112784,1001,0,,2015,2019,5,0.150684932,59,59,20,5,11.8,11.8,4,73.85123276,5.839832375,0.87110553
821,Annual,1,River Cottage,618650,146611,51.176904,1.126797,Chalk,sandy clay loam,clay loam,2.321193861,1.551519002,283.9630734,6.701862052,0.006981582,4.556851107,100157.1457,320.9104362,130.0968302,70.49347687,1.683564067,1.900001526,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,29.7384183,86.8823384,1001,0,,2015,2019,5,0.438356164,49,48,19,5,9.8,9.6,3.8,14.22939524,7.164220031,0.861949854
829,Annual,1,Charlton Lambs Lea,492225,115785,50.934146,-0.688921,Chalk,loam,,2.943921141,1.578780037,283.4732511,6.336254195,0.006742431,5.661855524,99414.26342,318.9872617,126.7242109,196.3903351,5.204212666,63.30000305,19,37,44,1.409999967,0,0,0,0,550,0.015,13.01972866,94.60498772,1001,0,,2015,2019,5,0.367123288,40,40,19,5,8,8,3.8,105.0045851,6.685179462,0.852234345
834,Annual,1,Dodds Farm Elsham,505025,413865,53.610807,-0.414,Chalk,loam,,1.950383354,1.507692629,283.0495141,6.699781022,0.006490521,5.403729082,100233.5079,319.5223142,118.7172907,65.01764679,0.873165071,0,19,37,44,1.409999967,0,0,0,0,550,0.015,7.788375475,99.7656985,1001,0,,2015,2019,5,0.419178082,51,51,19,5,10.2,10.2,3.8,24.8739213,0.979779809,0.876439193
839,Annual,1,Orchard Cottage,420155,121255,50.990342,-1.714202,Chalk,clay,clay,2.34381161,1.535491698,283.9516518,7.617962865,0.006878709,4.305938829,100374.2036,322.5790709,126.134627,87.1772995,5.620165825,20.80000305,51,17,32,1.220000029,52,19,29,1.230000019,520,0.005,14.04587188,104.3647134,1,0,,2015,2019,5,0.161643836,57,57,20,5,11.4,11.4,4,35.74835213,0.662802885,0.81113969
841,Annual,0,Hartlepool Industrial Estate,450424,534735,54.705102,-1.218994,Magnesian Limestone,loam,clay loam,1.599069004,1.434428548,282.9462394,6.11478648,0.006409503,4.413396653,100698.1188,319.1285541,117.2261954,4.361652374,0.731606543,0.800000191,19,37,44,1.409999967,31,31,38,1.330000043,260,0.01,0.761789809,1686.851873,251,0,,2015,2019,5,0.161643836,67,59,20,5,13.4,11.8,4,1.714488195,0.130255844,0.385212976
845,Annual,1,Brook Farm,556450,127160,51.022526,0.229362,Corallian Limestone,clay,clay,2.328313252,1.503999419,283.8651614,8.545290384,0.006900219,4.216700513,100186.0326,320.5025656,126.6893679,94.46768951,8.371164322,15.30000305,51,17,32,1.220000029,52,19,29,1.230000019,50,0.00014,0.300074035,196.342017,501,0,,2015,2019,5,0.178082192,57,57,20,5,11.4,11.4,4,1.802426352,0.543923709,0.746898288
848,Multiannual,7,Sandown,459275,83955,50.652267,-1.162886,Lower Greensand,sand,sand,2.21429354,1.483176125,284.4294039,6.406078896,0.007064237,4.165869862,101281.8997,323.1608407,122.490965,37.60139465,8.107303619,35.20000076,4,87,9,1.730000019,4,88,8,1.74000001,270,0.0006,58.83224264,547.5314428,251,0,,2015,2019,5,0.18630137,59,59,20,5,11.8,11.8,4,30.65664889,0.658043726,0.913204495
859,Multiannual,7,Egdean,499825,119865,50.96956,-0.579683,Lower Greensand,loam,loam,2.432201535,1.479222403,284.3612733,6.336254195,0.007002895,3.395691537,101215.1407,323.1834637,125.464417,34.38078308,9.356496811,16.49999809,21,39,40,1.399999976,21,41,38,1.399999976,270,0.0006,4.987096846,78.28291209,1001,0,,2015,2019,5,0.219178082,58,56,20,5,11.6,11.2,4,17.31612791,1.262740882,0.949050119
874,Annual,1,Bushy Bottom,523534,109306,50.870062,-0.245751,Chalk,loam,,2.434227824,1.571734118,283.9070514,6.292935412,0.006916005,4.894364201,100236.1836,320.6414321,129.7166457,76.19085693,5.404318333,0,19,37,44,1.409999967,0,0,0,0,550,0.015,14.07305457,1037.787194,1,0,,2015,2019,5,0.18630137,58,57,20,5,11.6,11.4,4,43.28240865,1.95550752,0.63656721
875,Annual,1,The Old Station,593230,336904,52.894834,0.871116,Chalk,sandy loam,sandy loam,1.825465493,1.48045029,283.6770806,7.787020949,0.006707655,4.440239917,101084.8413,320.8535692,119.0070213,31.69808578,4.514039993,18.89999962,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,64.12356794,54.30560508,5001,0,,2015,2019,5,0.345205479,1683,57,20,5,336.6,11.4,4,16.73738573,0.311107475,0.899555181
890,Decadal,21,Hardwick Hall,434770,529240,54.657044,-1.462562,Magnesian Limestone,loam,clay loam,1.864567359,1.386386254,282.4353444,6.11478648,0.006251348,4.322075075,99604.54985,317.044802,114.3339226,107.3000031,3.060391665,11.69999695,22,41,37,1.399999976,29,37,34,1.350000024,260,0.01,0.759500651,138.0759607,251,0,,2015,2019,5,0.010958904,1822,60,20,5,364.4,12,4,37.75045226,0.319426611,0.751570558
900,Annual,1,North Court Wood,624070,143381,51.145809,1.202201,Chalk,sandy clay loam,clay loam,2.466319825,1.517841161,283.7573236,6.701862052,0.006945893,4.57887711,99730.87635,319.991067,129.0668127,93.76413727,9.701795578,9.199996948,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,32.56448111,263.0944058,1001,0,,2015,2019,5,0.268493151,56,56,20,5,11.2,11.2,4,52.46110156,5.247853956,0.897228465
901,Multiannual,4,Brock Cottage,496495,163345,51.360983,-0.615441,Chalk,loamy sand,loamy sand,1.738608978,1.475764327,284.1395305,8.449890581,0.006861416,3.452407897,100992.8462,322.9607716,122.5809114,46.60559845,0.953413188,18.90000153,4,86,10,1.730000019,5,85,10,1.700000048,75,0.05,6.409710655,648.202002,251,0,,2015,2019,5,0.002739726,1825,60,20,5,365,12,4,6.450939569,0.304864626,0.954119168
902,Annual,1,Neylands Farm,538051,134071,51.089343,-0.030168,Corallian Limestone,sandy loam,sandy loam,2.392606791,1.404207593,283.9416738,8.550876397,0.006877304,3.437189837,100437.476,321.044834,120.0170915,89.45890045,5.778010845,20.40000153,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,5.885854623,351.4578196,251,0,,2015,2019,5,0.243835616,52,51,19,5,10.4,10.2,3.8,0.529669681,0.349966186,0.861900482
912,Annual,1,Upper Fudges,380005,265485,52.287126,-2.294542,Triassic Sandstone,loam,loam,1.946768891,1.462544857,283.7167809,7.772891658,0.006739398,3.731729863,100548.1851,324.0488923,120.4413041,58.79610443,3.206155777,16.5,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,3.321172543,136.8836442,251,0,,2015,2019,5,0.219178082,56,47,20,5,11.2,9.4,4,11.24074729,1.080016475,0.840264331
933,Annual,1,Malmesbury,393077,187787,51.588886,-2.101316,Oolites,clay,clay,2.016155526,1.467891515,283.8612703,7.50607898,0.00682251,3.695664024,100418.1272,323.7879099,122.0229676,71.983078,1.472618699,0,51,17,32,1.220000029,52,19,29,1.230000019,184,0.02,4.169786154,91.4065759,51,165383.6094,,2015,2019,5,0.460273973,38,38,19,5,7.6,7.6,3.8,1.956762211,0.577642309,0.877656192
947,Annual,1,Charing 4B,591390,150250,51.219356,0.739245,Lower Greensand,loam,clay loam,1.866100768,1.457672277,283.8888736,7.604655088,0.006888489,3.654372662,100122.7094,320.5489176,124.2745859,101.3436127,3.861094952,20,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,14.48474577,96.79135485,1001,893.15625,,2015,2019,5,0.249315068,57,57,20,5,11.4,11.4,4,19.90448989,0.298806284,0.867336868
948,Annual,1,Charing 6,591385,150264,51.219484,0.739181,Lower Greensand,loam,clay loam,1.866100768,1.457672277,283.8888736,7.604655088,0.006888489,3.654372662,100122.7094,320.5489176,124.2745859,101.6409454,4.237512112,20,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,14.49433324,96.80684047,1001,893.15625,,2015,2019,5,0.336986301,55,55,20,5,11,11,4,19.96767267,0.360409134,0.922909274
951,Decadal,43,Great Heck Station,459562,421081,53.682789,-1.09967,Triassic Sandstone,sandy loam,sandy clay loam,1.701752465,1.469885491,283.4128797,7.170043959,0.00655151,4.421145893,101301.429,321.8690247,117.0970911,9.496289253,0.571124256,4.899999619,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,1.504532302,103.2840632,51,11369.54199,,2015,2019,5,0.243835616,58,58,20,5,11.6,11.6,4,9.645599598,0.794899391,0.888993577
954,Annual,1,Potterhanworth,504355,366275,53.183336,-0.439842,Oolites,loam,clay loam,1.774644026,1.45501598,283.5323102,7.04030681,0.006604883,3.806594994,101009.8193,321.7739733,118.6716686,33.09541321,0.791204274,9.800001144,19,37,44,1.409999967,31,31,38,1.330000043,184,0.02,0.051547967,184.3754954,751,0,,2015,2019,5,0.161643836,60,59,20,5,12,11.8,4,12.06624654,1.636975149,0.77213018
976,Annual,1,Guston Farm,630528,160933,51.30081,1.305649,Lower Greensand,clay,clay,1.669386637,1.492066897,284.4859027,6.701862052,0.007104337,3.955956674,101221.2197,323.2280917,124.1675854,3.643671751,1.908362985,5.300000191,47,14,39,1.230000019,45,15,40,1.24000001,90,0.001,47.93949869,172.4868274,1001,0,,2015,2019,5,0.246575342,57,57,20,5,11.4,11.4,4,1.571917365,0.314604306,0.915044059
983,Multiannual,7,St. Lawrence Laundry,615641,156674,51.2684,1.089864,Lower Greensand,sandy loam,sandy loam,1.840854328,1.457346866,284.2845085,6.701862052,0.007028876,3.822884255,100832.2089,322.330694,122.1142973,36.75849533,1.071206689,14.20000076,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,33.87090341,730.1140638,1001,0,,2015,2019,5,0.205479452,59,58,20,5,11.8,11.6,4,23.29696991,0.513877957,0.859744692
999,Multiannual,7,North Thoresby,529955,398605,53.468141,-0.04373,Chalk,loam,clay loam,1.85520263,1.442171703,283.4699424,7.04030681,0.006631804,4.043627901,101203.734,321.162774,119.0876057,10.31427765,0.699929059,8.899999619,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,18.67577049,74.5290006,1001,0,,2015,2019,5,0.328767123,45,44,19,5,9,8.8,3.8,4.967610983,0.837031793,0.790459617
1000,Annual,1,West Tytherley,427288,129080,51.060411,-1.611988,Chalk,loam,,2.22650602,1.477078991,284.0707589,8.146276078,0.006902225,3.535864218,100680.3514,323.1938083,124.4306121,70.47325897,3.044676542,13.10000229,19,37,44,1.409999967,0,0,0,0,100,0.005,18.5701437,61.51200295,1,0,,2015,2019,5,0.175342466,58,58,20,5,11.6,11.6,4,21.30998311,2.370802562,0.88399675
1004,Annual,1,Newbury,450165,166985,51.399682,-1.280274,Chalk,loam,loam,1.89978094,1.452576211,283.9464753,8.427272862,0.006814917,3.50711396,100632.082,322.9303184,120.9099326,71.56791687,0.302090883,4,22,42,36,1.399999976,25,41,34,1.379999995,520,0.005,25.82453719,851.3502132,51,20444.89648,,2015,2019,5,0.005479452,1824,60,20,5,364.8,12,4,1.197005077,0.275524783,0.878055991
1006,Multiannual,2,Store Road,543076,179844,51.499428,0.059864,Chalk,loam,,1.5347207,1.462690392,284.3854599,8.545290384,0.00691578,3.541193734,101433.2971,323.5850255,118.9057954,1.429097652,0.522774398,2.099999905,19,37,44,1.409999967,0,0,0,0,550,0.015,4.206950323,7437.985778,1001,0,,2015,2019,5,0.383561644,40,40,20,5,8,8,4,1.032347652,0.65583301,0.29672644
1016,Annual,2,King Georges Field Hythe,561803,157429,51.293002,0.319222,Lower Greensand,loam,clay loam,1.888882801,1.457470172,283.9198881,8.545290384,0.006837161,3.546519193,100367.3653,320.928849,123.0214514,90.3324585,3.873465061,8.900001526,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,10.44748075,276.6410566,251,40507.78516,,2015,2019,5,0,1826,60,20,5,365.2,12,4,31.02618447,0.595859192,0.933180751
1028,Decadal,14,Stodmarsh Court,621465,160512,51.300626,1.175594,Oolites,loam,loam,1.621960571,1.473149873,284.4669171,6.701862052,0.007079552,3.884340263,101201.0049,323.1486608,122.1972054,8.648586273,3.377366781,8,20,47,33,1.419999957,20,51,29,1.429999948,90,0.001,40.73714801,216.7546891,1001,0,,2015,2019,5,0.161643836,57,57,20,5,11.4,11.4,4,5.115077501,0.493190441,0.846270675
1041,Annual,1,Cranwell,502455,349805,53.03571,-0.473513,Oolites,clay,clay,1.729518071,1.495091149,283.4646018,7.04030681,0.006579831,4.521040806,100716.5569,321.4400261,117.4612065,50.82062149,0.330717355,13.09999847,54,22,24,1.230000019,44,34,22,1.279999971,130,0.0005,9.778037152,140.1891738,751,0,,2015,2019,5,0.183561644,57,56,20,5,11.4,11.2,4,28.9743057,0.126485996,0.715237711
1045,Multiannual,4,West Hill Village Hall,306798,93736,50.735731,-3.322093,Triassic Sandstone,sandy loam,sandy loam,2.44819277,1.52488368,283.9315233,7.064950844,0.007011427,4.756342975,99966.22131,324.0712112,128.9462451,108.7417984,1.312549114,28.19999695,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,0.138509271,168.1443766,51,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,14.87392815,0.475894864,0.7977325
1062,Annual,1,Herrings Farm,566590,118030,50.937651,0.369633,Corallian Limestone,sandy loam,sandy loam,2.419824754,1.484946932,283.8161367,6.103997887,0.006936004,4.222981284,99995.00379,320.2104728,126.9138524,118.91008,3.996004343,40.29999542,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,3.722892359,83.60456091,1,0,,2015,2019,5,0.44109589,56,56,19,5,11.2,11.2,3.8,1.782758571,1.163287354,0.676526571
1064,Annual,1,Chilton Farm,627710,143150,51.1423,1.254008,Chalk,sandy clay loam,clay loam,2.488389924,1.52221105,284.0399283,6.701862052,0.007042193,3.852370562,100293.3343,321.3479551,131.9883704,46.20616913,2.680003405,5,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,35.73584768,562.021809,1001,0,,2015,2019,5,0.073972603,1799,60,20,5,359.8,12,4,11.66378946,1.602148019,0.85808523
1074,Annual,1,Standard Hill Farm,618955,143886,51.152321,1.129496,Chalk,sandy clay loam,clay loam,2.414403068,1.418282957,283.7394906,6.701862052,0.006927836,4.544223723,99703.03819,319.886897,119.0931877,147.4718323,1.259901404,59.69999695,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,28.40082747,141.18949,1001,0,,2015,2019,5,0.150684932,59,59,20,5,11.8,11.8,4,90.0818323,9.704221692,0.901110454
1089,Annual,1,Orchard Dene Cottage,453405,186005,51.570389,-1.230834,Chalk,loam,clay loam,1.729353779,1.446023492,283.9946701,7.847316624,0.006809552,3.516397318,100769.2218,323.4151605,118.986834,62.55271912,0.636102915,8.999996185,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,19.62498308,456.0869223,251,0,,2015,2019,5,0.169863014,58,58,20,5,11.6,11.6,4,0.965132913,0.172909288,0.658979635
1092,Annual,1,Russells Farm,462355,114355,50.925286,-1.114175,Chalk,loam,clay loam,2.411500552,1.453523377,284.0828612,6.406078896,0.006914796,3.434772697,100648.3962,322.2768363,123.8455739,67.65250397,0.633584857,29.20000458,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,40.68281264,129.6632918,101,0,,2015,2019,5,0.120547945,60,60,20,5,12,12,4,28.0343373,3.251122622,0.929254486
1108,Annual,0,Stein Refractories,465875,394485,53.443016,-1.009701,Triassic Sandstone,sandy loam,sandy loam,1.677382257,1.492025901,283.4995453,7.156845677,0.006579475,4.426667459,101235.2385,322.2517657,118.1553756,13.0235157,0.403234452,5.899999619,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,4.544586257,237.4103281,1001,951.838562,,2015,2019,5,0.18630137,58,55,20,5,11.6,11,4,15.9485157,1.14080318,0.297536841
1116,Annual,1,Hodcott 2,448265,182115,51.535878,-1.305523,Chalk,loam,loam,1.928587077,1.508349053,283.484928,7.847316624,0.006667576,4.278270928,99721.26153,321.0259069,122.5679767,128.5601501,9.193787575,5,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,24.66242409,85.62966978,51,0,,2015,2019,5,0.019178082,1790,60,20,5,358,12,4,18.59429013,3.195335229,0.856351664
1119,Multiannual,4,Thorpe on the Hill,489605,366055,53.184045,-0.660557,Triassic Sandstone,sandy loam,sandy clay loam,1.765881716,1.448243667,283.6026688,7.722836944,0.006616665,3.734681803,101215.3865,322.3556118,117.9038941,14.35382843,0.322075784,2.600000381,9,78,13,1.600000024,23,64,13,1.429999948,20,0.0015,11.89563303,324.7935385,751,53568.56641,,2015,2019,5,0.208219178,55,55,20,5,11,11,4,1.823101157,0.301510467,0.902315362
1120,Multiannual,7,Maharajas Well,467865,184125,51.551936,-1.02259,Chalk,sandy clay loam,clay loam,1.97918948,1.494719108,283.3155686,7.847316624,0.006605555,4.249807232,99381.40904,319.9113446,121.4797577,175.2158508,1.004248977,36,24,48,28,1.399999976,34,41,25,1.330000043,520,0.005,6.567861314,136.8136205,251,0,,2015,2019,5,0.161643836,60,60,20,5,12,12,4,96.9608508,0.621193743,0.80356407
1121,Annual,1,Skillington,490105,327025,52.833211,-0.663951,Oolites,clay,clay,1.860021908,1.48176485,283.1015493,8.170701117,0.006472129,4.434378126,99901.16379,319.867742,118.1588517,120.8214111,1.687005043,7,48,23,29,1.25,45,26,29,1.25999999,130,0.0005,12.77346886,48.53513458,751,0,,2015,2019,5,0.328767123,50,49,19,5,10,9.8,3.8,24.5160111,0.877439935,0.563150575
1127,Annual,1,Upgate Common,614960,318020,52.7171,1.18123,Chalk,loam,clay loam,1.833954,1.524362692,283.7946855,7.324315532,0.006742174,4.6041263,101112.0179,320.881002,121.3421254,22.50034332,3.509184361,6.600000381,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,86.31138267,210.7575057,1001,0,,2015,2019,5,0.320547945,54,54,19,5,10.8,10.8,3.8,0.544602579,0.417539538,0.799690029
1137,Annual,1,Warren Farm,451585,142555,51.179905,-1.263386,Chalk,loam,loam,2.144578313,1.504809799,283.7981751,8.427272862,0.0067968,4.239339465,100222.1558,321.7425298,122.9882305,103.2318878,0.530748069,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,40.77424346,80.82547211,1,0,,2015,2019,5,0.123287671,60,60,20,5,12,12,4,28.31822113,1.19836968,0.945225162
1148,Annual,1,Crofton Farm Burbage,426272,162664,51.362435,-1.624036,Chalk,loam,,2.069989052,1.462645775,283.5670051,8.146276078,0.006724043,4.320162958,99803.27118,321.4690697,118.869378,134.1864624,2.322672129,7.199996948,19,37,44,1.409999967,0,0,0,0,550,0.015,28.55248564,37.85776454,51,21.31223869,,2015,2019,5,0.260273973,56,56,20,5,11.2,11.2,4,8.740033829,0.52773921,0.837351816
1162,Annual,1,Cliff Lane,501855,369645,53.214102,-0.476165,Oolites,clay,clay,1.787513694,1.507286979,283.492946,7.04030681,0.006592978,4.551786094,100955.7545,321.6429786,119.0776428,28.30405426,1.862667084,10.60000038,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,0.661048557,678.2816251,751,0,,2015,2019,5,0.18630137,57,57,20,5,11.4,11.4,4,10.68124724,0.503840529,0.859041316
1163,Annual,1,Sedgeford,571006,337418,52.906972,0.541382,Chalk,loamy sand,sandy loam,1.697590368,1.547305179,283.6381785,7.787020949,0.006670339,4.961812864,101016.8128,321.0253796,121.5975018,29.77820206,1.814736485,0.799999237,10,82,8,1.590000033,17,75,8,1.5,550,0.015,47.38454032,123.8243224,1001,0,,2015,2019,5,0.457534247,45,45,19,5,9,9,3.8,15.27175762,0.637520041,0.710593305
1172,Annual,1,Eggarton Manor,607856,150448,51.215382,0.974819,Chalk,loam,,2.048849942,1.397401661,284.1926862,7.604655088,0.007009192,3.745461935,100710.5185,321.9514131,118.168885,56.79218292,3.96509099,12.20000076,19,37,44,1.409999967,0,0,0,0,550,0.015,23.97593657,109.3453851,1001,0,,2015,2019,5,0.167123288,59,59,20,5,11.8,11.8,4,25.99082699,2.224207692,0.794998709
1173,Annual,1,Alciston,550640,105680,50.831057,0.137716,Lower Greensand,loam,,2.288335156,1.420448091,284.2140546,6.103997887,0.007069991,3.406261182,100797.9164,321.9880986,124.371846,47.4276886,2.672615528,21.30000114,19,37,44,1.409999967,0,0,0,0,300,0.03,6.376480789,145.4687871,1,16.13020897,,2015,2019,5,0.175342466,58,57,20,5,11.6,11.4,4,5.931654117,0.64604617,0.858819707
1184,Annual,1,Stitches Farm,555265,133204,51.077155,0.215069,Corallian Limestone,loam,clay loam,2.384665937,1.35361867,283.8898683,8.545290384,0.006887331,3.471657953,100248.2565,320.6666146,116.146227,94.75866699,4.947782516,27.80000305,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,0.140267282,253.3048114,251,0,,2015,2019,5,0.221917808,57,57,20,5,11.4,11.4,4,0.317614358,0.895018738,0.768162967
1188,Decadal,14,East Halton,513965,422615,53.687551,-0.275731,Chalk,loam,loam,1.826451256,1.479955517,283.4126912,6.699781022,0.006609578,4.729513421,101065.8884,321.1047,118.7148404,2.818824291,5.304968357,1.699999928,21,36,43,1.389999986,23,34,43,1.379999995,550,0.015,16.91419058,108.5612305,1001,0,,2015,2019,5,0.153424658,58,58,20,5,11.6,11.6,4,1.466238084,0.219541531,0.68240425
1205,Multiannual,7,Little Witley,378375,263555,52.269713,-2.318314,Triassic Sandstone,loam,loam,1.967196058,1.449836077,283.7303559,7.772891658,0.006745798,3.73672563,100561.321,324.1083135,119.3125517,74.10975647,1.855733633,24.69999695,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,2.954942012,80.04593518,251,0,,2015,2019,5,0.268493151,54,47,20,5,10.8,9.4,4,19.34920091,0.429747629,0.948983622
1213,Annual,1,Bell Slack,510601,471998,54.131924,-0.308816,Chalk,loam,loam,1.985815989,1.453148383,282.8519702,6.475027417,0.006481285,4.801826415,100218.1602,318.3489285,121.5908242,53.82492065,3.827138662,12.09999847,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,2.826764407,107.7101571,51,0,,2015,2019,5,0.183561644,58,57,20,5,11.6,11.4,4,28.41923099,2.798601321,0.747194792
1225,Annual,1,West Stourmouth,625064,162957,51.321165,1.228677,Carboniferous Limestone,loam,loam,1.553943046,1.501862843,284.4996507,6.701862052,0.007083349,3.921498144,101269.6844,323.266958,124.2637926,2.313640594,0.435338795,1.600000143,21,36,43,1.389999986,23,34,43,1.379999995,90,0.001,45.04572698,117.5688221,1001,0,,2015,2019,5,0.189041096,58,58,20,5,11.6,11.6,4,1.138985422,0.301119838,0.881585696
1230,Multiannual,5,Dryham North Cave,487499,432648,53.782801,-0.673527,Triassic Sandstone,sand,sand,1.800876236,1.421964988,283.3683797,7.297097527,0.006565926,3.814153364,101269.0872,321.2171228,117.9826473,4.572106838,0.349703312,1.5,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,3.387989213,95.04033598,51,483.192627,,2015,2019,5,0.15890411,59,59,20,5,11.8,11.8,4,0.56786955,0.449524055,0.744214202
1241,Multiannual,2,Goxhill Haven,511985,425405,53.713045,-0.304692,Chalk,clay,clay,1.802902518,1.47494532,283.4056387,6.699781022,0.006606416,4.720487149,101077.3147,321.0925125,118.2864051,3.122843742,8.254410744,0,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,14.99700005,883.7346446,1001,0,,2015,2019,5,0.153424658,58,58,20,5,11.6,11.6,4,2.213705811,0.265403301,0.46903972
1247,Annual,1,Appleshaw,430498,148712,51.236776,-1.564527,Chalk,loam,,2.060788602,1.462571392,283.8691295,8.146276078,0.006822538,3.542725428,100349.3256,322.5749903,123.0112492,89.80073547,0.851353943,0,19,37,44,1.409999967,0,0,0,0,550,0.015,29.09831394,201.7682076,1,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,7.083758108,2.764997289,0.871583478
1248,Annual,1,Willingdon Upper Kings Drive,559069,102106,50.796689,0.255763,Lower Greensand,loam,loam,2.30739321,1.367500191,284.1749,6.103997887,0.007089103,3.415595903,100716.2319,321.8057677,120.8140508,24.84513664,3.924776554,4.5,21,44,35,1.409999967,25,40,35,1.370000005,300,0.03,6.219926599,1516.437549,1,0,,2015,2019,5,0.183561644,58,58,20,5,11.6,11.6,4,0.963584916,0.464334161,0.778704487
