No,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs
1989,0.938652396,1.043775678,0.899999976,22,41,37,1.399999976,29,37,34,1.350000024,400,0.075,109.0023437,96.70228909,1001,0
1994,36.03205109,0.989191771,15.10000229,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,3.782890541,1114.048691,101,0
2000,79.31156158,3.465539694,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,29.80057425,99.91848813,1001,0
2030,21.51186752,0.397068501,0.300001144,49,19,32,1.24000001,47,21,32,1.24000001,550,0.015,23.41809104,472.622146,1001,0
2058,100.4237518,1.640674353,4,19,37,44,1.409999967,0,0,0,0,550,0.015,33.17425263,386.6392923,1,131.5416718
2060,76.52226257,3.336275578,6,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,20.05103772,163.4722684,1001,0
2066,33.37039948,2.048175573,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,2.350806974,33.06881389,751,0
2070,60.61789703,2.687620163,4.099998474,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,9.283968651,173.3694308,51,0
2077,9.429570198,1.123747826,1.699999809,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,41.97430046,67.45759798,1001,0
2104,41.96105957,0.95740509,0.799999237,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,2.120678469,57.19528579,101,0
2127,83.95765686,0.604294062,37.70000076,21,39,40,1.399999976,21,41,38,1.399999976,75,0.05,8.503461035,65.66658481,101,0
2145,27.66307831,3.700358629,13.20000076,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,19.26554255,1136.758409,1001,0
2155,135.0234375,1.162145734,49.19999695,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,34.70921158,733.4069342,1001,0
2168,46.1763382,1.662551045,19.09999847,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,60.89996393,436.1251836,251,1727.681152
2172,28.00703049,1.895769119,4.5,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,69.59634245,166.6382102,1001,0
2173,19.04660225,0.878127098,13,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,47.01051062,29.34610653,5001,0
2174,3.636543036,0.388803869,2.099999905,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,40.29935864,147.7036325,1001,0
2175,74.68289185,5.889430523,5.400001526,49,19,32,1.24000001,51,18,31,1.230000019,270,0.0006,25.15862054,274.7677072,501,43518.94531
2177,31.92757797,3.559773922,11.20000076,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,64.13809537,255.3746893,5001,0
2183,179.1873474,1.491859317,7,19,37,44,1.409999967,0,0,0,0,550,0.015,14.08685632,73.29502475,51,0
2185,19.87264442,15.13762379,29.20000076,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,15.53597357,189.6942508,1001,0
2214,22.31356239,0.8458848,14.29999924,5,89,6,1.700000048,5,89,6,1.700000048,400,0.075,116.981099,207.9405394,1001,0
2218,51.9460144,5.463245869,12.59999847,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,13.6220635,73.40149765,51,21.20060158
2223,68.59017944,1.196691632,16.70000076,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,38.23988508,491.7894112,101,0
2224,12.21335983,4.456539631,10.60000038,22,41,37,1.399999976,29,37,34,1.350000024,520,0.005,44.81944333,124.5639637,1001,237.5946045
2226,121.980072,9.251391411,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,18.76864839,139.9645695,251,0
2234,134.0570984,0.689033866,19.40000153,19,37,44,1.409999967,31,31,38,1.330000043,184,0.02,7.150995304,294.5704148,251,0
2236,15.32134819,1.284047604,0,22,42,36,1.399999976,0,0,0,0,184,0.02,5.615833947,151.6986801,101,0
2241,180.5589447,4.580274582,81.20000458,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,2.438550632,215.1956278,501,0
2246,115.2863693,0.739109933,42.40000153,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,7.705536563,201.6861724,51,0
2261,24.37381554,0.596459568,0,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,7.255161889,91.42759139,101,0
2273,6.503007889,0.613992214,2.900000334,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,21.85576603,1404.148173,1001,0
2284,143.728653,4.102758408,8.5,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,36.07027254,102.9461982,1,1699.570435
2298,169.8092957,6.55175972,59.8999939,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,14.58948821,175.7230249,1001,0
2300,35.60946274,1.872715831,19.80000114,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,2.255444004,231.8176433,101,0
2326,110.0679626,3.960403681,8,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,38.81076624,509.1721082,1001,0
2327,49.60979462,1.532946587,26.99999809,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,23.28631383,70.33246806,1,0
2331,152.1942902,2.413280964,0,19,37,44,1.409999967,0,0,0,0,550,0.015,8.661074254,118.6087121,51,0
2357,20.05566025,1.195360422,2.399999619,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,20.88201392,1409.693722,101,121.9133301
2361,102.0282822,4.533793449,0,53,25,22,1.24000001,56,23,21,1.220000029,130,0.0005,9.667932366,58.79756787,101,0
2363,160.4451904,4.376672745,25.6000061,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,7.012190521,199.4691021,1,0
2378,157.8608704,3.175242662,33.99999237,24,48,28,1.399999976,34,41,25,1.330000043,15,0.005,1.589138578,77.44208149,51,0
2385,196.6882324,0.66536957,28.69999695,22,42,36,1.399999976,0,0,0,0,184,0.02,2.163863786,34.00203082,51,0
2398,67.2256546,1.236096859,9.400005341,19,37,44,1.409999967,31,31,38,1.330000043,700,0.0005,13.88056598,253.2521728,51,131.6147308
2406,8.851601601,1.887846112,2.199999809,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,44.77227983,155.9336376,1001,0
2412,40.40492249,1.7630409,0,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,36.99209255,154.3460812,1001,0
2415,62.84619522,2.523160219,0,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,17.27214023,671.507068,1001,0
2416,39.77409363,8.804780006,8,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,21.1144022,143.0204769,1001,0
2425,5.910390854,0.971729517,0,51,17,32,1.220000029,52,19,29,1.230000019,20,0.0015,12.27407049,92.64076945,751,0
2434,54.9127388,0.755642474,18.09999847,48,23,29,1.25,45,26,29,1.25999999,550,0.015,67.1159876,266.1974288,1001,0
2439,87.85719299,3.542562485,15.5,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.190339373,70.06829293,1,0
2447,132.3821716,4.903529167,13.50000763,19,37,44,1.409999967,0,0,0,0,550,0.015,33.04370666,99.47861551,1,0
2449,76.08072662,6.074844837,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,34.35400958,528.5146411,1,49.49323654
2462,17.09158325,1.925553441,6.900000572,22,41,37,1.399999976,29,37,34,1.350000024,520,0.005,43.66250002,449.2103413,1001,0
2472,30.60821915,2.417862892,20.5,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,16.8893196,545.5186157,1001,100010.9375
2474,41.40130234,0.732029974,10.40000153,19,37,44,1.409999967,31,31,38,1.330000043,400,0.075,90.24476819,78.5879949,1001,0
2516,55.34319305,3.32689476,28.20000076,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,1.915872245,79.54919143,501,0
2521,68.67167664,3.543687344,19.5,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,17.91783107,434.283918,1001,0
2522,93.21994019,2.766451597,7.700004578,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,0.402299116,61.12887246,1001,364.6697693
2537,65.87890625,3.786423683,48.5,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,5.036712948,573.4388844,1,0
2542,47.17560196,1.569186568,2.400001526,11,80,9,1.570000052,19,72,9,1.480000019,100,0.005,11.91271902,614.6612939,51,0
2553,133.7196045,6.923110962,61.00000763,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,11.90576275,3094.838462,1,0
2570,145.8517456,0.843259215,13.8999939,19,37,44,1.409999967,31,31,38,1.330000043,184,0.02,0.220453616,49.3459804,51,0
2608,0.210019529,0.078775592,0.899999976,49,19,32,1.24000001,47,21,32,1.24000001,400,0.075,111.3898517,114.6053244,1001,0
2610,3.911535263,0.597245097,2.500000238,58,8,34,1.190000057,57,11,32,1.200000048,520,0.005,3.014670533,7875.84543,1001,0
2615,79.3913269,2.942554474,4,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,5.430111095,50.0605096,101,0
2617,17.49277306,1.922569513,4.300000191,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,9.630439153,473.7412576,1001,0
2618,28.68109703,10.05873203,13.80000019,19,37,44,1.409999967,0,0,0,0,550,0.015,9.455166744,200.0935857,1001,0
2629,57.50976563,0.338197231,27.70000076,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,76.54432901,58.92325495,5001,0
2631,9.670624733,6.054347038,6.000000477,9,80,11,1.600000024,22,68,10,1.450000048,20,0.0015,7.95955141,956.3746411,751,0
2654,123.057579,3.273148537,59.90000153,9,77,14,1.600000024,17,67,16,1.480000019,20,0.0015,1.164660402,98.27290924,101,0
2663,63.78453064,1.218007445,0,21,39,40,1.399999976,21,41,38,1.399999976,15,0.05,9.078580313,33.27355722,501,0
2664,18.6276207,0.975800931,2.799999237,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,35.85142539,406.2649125,1001,0
2674,23.80667877,0.428411067,9.599999428,10,82,8,1.590000033,17,75,8,1.5,550,0.015,51.50393416,208.1568382,5001,0
2699,109.2465286,3.669173241,65.19999695,51,17,32,1.220000029,52,19,29,1.230000019,50,0.00014,1.716679115,118.5274658,1,0
2717,77.77937317,4.080029011,3.599998474,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,37.95290113,81.38068514,101,443.4398499
2719,52.13562775,1.143220901,9.199996948,22,42,36,1.399999976,0,0,0,0,130,0.0005,7.168631782,31.9,1001,0
2720,9.967542648,0.785206974,0,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,3.982963765,5310.349441,101,552.5316772
2727,1.333835959,0.657977521,0,22,41,37,1.399999976,29,37,34,1.350000024,400,0.075,119.1990699,219.1195486,1001,229.9494781
2730,65.09309387,22.62734604,49.40000153,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,57.97829619,517.5629717,251,0
2738,127.7313766,2.107393265,31.99999237,9,78,13,1.600000024,23,64,13,1.429999948,33,0.01,2.857572401,117.3963822,251,377.5330505
2751,98.19533539,4.545917988,6.299995422,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,28.78171785,285.5830405,51,0
2752,11.22738266,1.064315677,3.399999619,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,39.94862087,124.9018948,1001,0
2757,25.26992035,1.614085317,10,24,48,28,1.399999976,34,41,25,1.330000043,270,0.0006,12.11702782,1065.741237,251,0
2760,27.36096573,0.774360061,5.600000381,22,41,37,1.399999976,29,37,34,1.350000024,184,0.02,0.808902969,49.12925147,751,0
2763,112.7718964,4.81866169,5,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,33.07193279,54.3569109,51,0
2787,92.54624939,3.424113512,0,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,6.403286406,37.89189719,51,0
2790,74.32122803,0.971921742,7,4,87,9,1.730000019,4,88,8,1.74000001,30,0.14,3.337929634,81.00242788,1001,0
2796,83.38846588,0.138981357,1.099998474,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,0.54275578,277.245991,51,0
2802,23.0431366,1.390081644,2.199998856,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,7.936877986,134.7245144,1001,0
2806,11.08706665,0.62842232,8.600000381,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,7.223922384,47.64759838,751,0
2812,73.35398102,1.437948108,27.70000076,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,57.77626982,83.45251716,5001,0
2847,125.6508789,2.104421139,33.59999847,22,41,37,1.399999976,29,37,34,1.350000024,184,0.02,8.09032223,81.7411386,51,0
2848,1.99055469,1.25229001,0.200000048,49,19,32,1.24000001,47,21,32,1.24000001,400,0.075,122.3336414,190.9984502,2501,0
2865,216.3614044,3.257191181,50.30000305,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,5.310664838,35.83764903,51,0
2867,39.78593445,4.08155489,19.30000114,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,10.99084184,48.00311052,51,0
2871,82.84914398,1.385446191,8.400001526,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.828480426,191.7359155,1001,0
2880,56.31967926,2.193308115,13.70000076,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,14.96898461,704.1622614,251,0
2885,38.8288269,0.536561847,8,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,68.71737641,82.34702031,5001,0
2886,78.43438721,4.481563568,13.09999847,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,4.974053656,200.2690538,51,0
2901,20.29034424,0.991567373,2.899999619,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,6.267917412,264.8984142,751,0
2910,50.8983078,6.705149174,3.599998474,9,77,14,1.600000024,17,67,16,1.480000019,330,0.003,0.897610948,81.94240931,501,0
2915,54.84103394,3.82901907,0,49,19,32,1.24000001,51,18,31,1.230000019,130,0.0005,3.079554009,50.64181696,101,0
2919,45.20183563,1.66444242,6.099998474,11,80,9,1.570000052,19,72,9,1.480000019,550,0.015,61.0652638,39.61988717,1001,0
2930,119.2809677,1.55279839,12.80000305,48,23,29,1.25,45,26,29,1.25999999,184,0.02,1.521776483,196.5176042,51,0
2938,61.99250412,1.708024144,4.799999237,19,37,44,1.409999967,0,0,0,0,550,0.015,11.66993355,141.0691645,51,0
2945,54.90425873,0.161123633,16.5,19,45,36,1.419999957,27,39,34,1.360000014,50,0.00014,0.369610933,144.4230247,251,0
2948,19.04374695,1.66729939,3.699999809,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,12.99765735,178.8855266,51,0
2972,77.99575806,0.430284441,26.10000229,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,0.510123124,75.74136272,1,0
2981,19.75402451,0.859431386,2.100000381,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,72.09932238,56.64090788,5001,308.186554
2989,84.17585754,2.875423431,39.00000381,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,30.85227005,607.0753255,1001,0
2993,1.564101577,2.283691645,0.800000012,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,18.98668992,66.91318719,51,0
3066,106.453392,0.852436185,5.900001526,5,90,5,1.710000038,8,87,5,1.629999995,33,0.01,1.065374249,651.1656216,501,145.0207977
3067,106.3433914,3.076170683,5.900001526,5,90,5,1.710000038,8,87,5,1.629999995,33,0.01,1.05232601,651.9742359,501,145.0207977
3077,110.4740448,2.145484209,0,9,78,13,1.600000024,23,64,13,1.429999948,30,0.14,3.592158206,30.63494726,1,0
3078,111.0536346,2.965365171,0,9,78,13,1.600000024,23,64,13,1.429999948,30,0.14,3.586336426,30.66033008,1,0
3087,76.55667877,5.275698662,5,4,87,9,1.730000019,4,88,8,1.74000001,33,0.01,7.138638787,305.0416448,1,0
3091,71.40744019,0.550632298,4.400001526,4,87,9,1.730000019,4,88,8,1.74000001,33,0.01,6.921341075,323.1294127,1,0
3128,21.16728592,0.760853052,6.700000763,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,5.512199825,62.66414837,251,0
3136,79.51822662,0.943544209,3.900001526,4,87,9,1.730000019,4,88,8,1.74000001,33,0.01,5.318129451,191.1858957,1,0
3249,118.7438812,2.923688412,0,22,41,37,1.399999976,29,37,34,1.350000024,300,0.00064,5.174829258,1531.037819,501,0
3251,118.3353882,2.299567699,0,22,41,37,1.399999976,29,37,34,1.350000024,300,0.00064,5.164849964,1526.705635,501,0
3360,124.418251,1.5235641,15.70000458,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.247652304,713.0517624,101,0
3361,2.43599987,3.28891921,0,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,27.38413861,758.91207,251,0
3372,69.67005157,3.061220407,2.5,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,4.654866092,46.75532264,101,0
3378,32.74523544,0.6833148,6.5,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,2.199399543,3795.116632,101,0
3416,16.58448029,0.664932191,3.200000763,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,0.457186957,3237.758721,101,0
3438,107.3703613,0.105370231,24.5,19,37,44,1.409999967,0,0,0,0,550,0.015,26.81146838,237.3397491,1,0
3445,53.38272095,1.917137623,4.5,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,19.41798677,90.20287372,1001,0
3447,145.7896729,2.288139105,3.800003052,19,37,44,1.409999967,0,0,0,0,550,0.015,26.6080228,93.34928676,51,4.667307377
3469,137.068222,2.495629787,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,24.43502458,66.01818471,51,0
