No,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs
1056,95.59860992,5.602080822,10.29999542,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,45.60416669,129.4738035,1,0
1060,22.41212463,9.651963234,2.400001526,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,0.815331528,129.629063,251,0
1061,60.12137985,3.759369373,12.20000076,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,2.754501696,215.5568407,51,0
1063,42.28378296,4.03877449,17.19999886,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.327549793,272.4778756,51,0
1075,99.19120789,2.1947577,23.30000305,5,89,6,1.700000048,5,89,6,1.700000048,75,0.05,16.62207004,85.28728432,51,0
1085,84.30044556,3.699962139,1.200004578,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,26.42456869,177.2995024,251,0
1087,78.18107605,2.45629096,0,54,22,24,1.230000019,44,34,22,1.279999971,0.1,0.06,1.14908604,126.6717896,251,0
1088,77.52242279,0.39616257,1.400001526,5,90,5,1.710000038,8,87,5,1.629999995,33,0.01,0.999722749,226.0021415,1001,0
1093,111.6160126,3.16768384,4.800003052,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,30.14523768,362.0739649,101,0
1097,144.2942505,1.091381788,0,19,37,44,1.409999967,0,0,0,0,550,0.015,25.35992854,48.6876546,51,0
1100,93.40332031,4.205440998,8.699996948,24,52,24,1.409999967,36,43,21,1.320000052,550,0.015,20.80844718,1385.177262,51,0
1104,186.733551,1.837692738,15.3999939,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,17.32006471,95.22164754,251,0
1112,8.857441902,3.668131351,2.700000286,21,39,40,1.399999976,21,41,38,1.399999976,550,0.015,5.997355595,299.3603126,1,0
1113,169.5514526,2.523682117,15.90000916,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,15.19505478,608.8681494,1,0
1126,66.42546082,0.892245889,6.800003052,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,20.08620194,428.1710395,251,0
1138,2.717832088,0.512131155,1.899999976,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,1.855176153,230.1268249,2501,0
1153,3.230355501,0.405922532,1.699999928,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,28.16520421,360.2652316,251,0
1171,11.21782398,18.28285027,12.80000114,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,15.61685882,185.7561443,1001,0
1176,25.2748127,0.549613059,1.5,8,76,16,1.610000014,8,76,16,1.116897106,550,0.015,49.07175245,154.2492909,5001,3.413801908
1178,57.8943367,1.890081167,6,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,11.2942827,97.25297179,51,0
1197,48.8785553,4.545724392,19.79999924,24,48,28,1.399999976,34,41,25,1.330000043,270,0.0006,11.26775987,667.3795108,251,0
1209,344.8460083,0.338827163,25.5,22,42,36,1.399999976,25,41,34,1.379999995,20,0.01,3.731241805,227.1056496,1,0
1218,63.89577484,2.244663477,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,17.48631475,96.88816642,1001,0
1219,25.8355484,1.974165916,5.5,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,15.11566416,135.7808339,51,0
1221,24.10119629,1.470728517,1.600000381,32,35,33,0.230985165,25,52,23,0.237838149,550,0.015,74.88711846,70.27853577,5001,66.44081879
1229,45.9593277,0.56143862,19.20000076,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,0.80642801,121.4695653,101,3783.801514
1231,62.73560333,4.951378345,11.40000534,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,38.79076834,862.1026617,101,0
1239,115.5413742,0.097128414,1.800003052,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,19.81282941,448.86302,101,0
1240,109.6292953,0.27924633,12.1000061,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,6.070352803,59.38277144,751,0
1246,31.70966721,0.949103653,2.399997711,19,37,44,1.409999967,31,31,38,1.330000043,16,0.00004,3.492294703,4185.55971,251,814.4216309
1250,71.74482727,1.175238609,3.599998474,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,2.067668668,405.4597959,101,0
1252,32.16226578,2.33413744,1.099998474,10,75,15,1.580000043,15,68,17,1.50999999,550,0.015,2.663672749,65.22486735,101,0
1253,89.68749237,1.614622951,9.199996948,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,42.34526744,59.86446147,251,0
1266,17.98402405,0.642955422,4.299999237,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,48.90500941,401.3481279,5001,0
1270,97.04386902,1.568876028,10.69999695,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,35.57420198,1374.273028,101,51.47447586
1282,43.4140625,7.789336205,2.799999237,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,8.592227381,48.10778297,51,0
1284,17.25063324,2.256373405,13.40000153,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,1.626528512,1262.515488,1,0
1286,82.17176056,1.274413943,4.099998474,10,75,15,1.580000043,15,68,17,1.50999999,700,0.0005,13.13624779,513.6990736,51,0
1290,78.15480804,3.099980354,6.600006104,19,37,44,1.409999967,0,0,0,0,550,0.015,3.46989922,440.7782491,51,116.0299988
1298,89.75169373,2.208705187,0,19,37,44,1.409999967,0,0,0,0,550,0.015,8.850121362,1102.450033,1,0
1302,3.056792974,0.636294365,0,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,2.505676533,125.185411,2501,0
1304,59.98443604,0.719665289,16.10000229,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,32.80694143,697.3356565,1001,0
1309,47.54940033,3.942586184,1.599998474,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,12.39448315,164.6332833,1,0
1315,182.0860443,2.253850222,7.5,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,26.05750618,67.90606462,51,0
1320,84.92544556,4.631692886,0,54,22,24,1.230000019,44,34,22,1.279999971,550,0.015,51.34551938,89.94651423,5001,0
1322,82.4198761,2.778326988,30.29999924,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,44.62353244,86.7425041,1,296.3709412
1326,21.6252346,6.424519539,0,24,48,28,1.399999976,34,41,25,1.330000043,270,0.0006,12.51652167,641.4535034,251,0
1330,128.166214,8.402842522,59.90000916,9,77,14,1.600000024,17,67,16,1.480000019,300,0.03,0.073891626,105.0537973,51,0
1338,55.99625015,2.236633062,3,19,45,36,1.419999957,27,39,34,1.360000014,550,0.015,77.54877692,59.01199862,1001,0
1359,52.008358,0.982029319,16.90000153,5,89,6,1.700000048,5,89,6,1.700000048,550,0.015,58.65650183,86.2844897,5001,0
1362,28.00707817,2.398879051,8.700000763,10,82,8,1.590000033,17,75,8,1.5,550,0.015,50.06043263,250.8387839,5001,14.79792023
1374,8.696329117,0.633353531,0.599999905,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,28.73862035,256.9116557,1001,0
1375,39.73134232,4.143666744,26.70000076,19,45,36,1.419999957,27,39,34,1.360000014,50,0.00014,1.344467113,293.737273,501,0
1378,25.58055878,1.74075985,6.399999619,19,37,44,1.409999967,31,31,38,1.330000043,400,0.075,96.02015218,235.6106151,1001,0
1390,83.00457001,2.480480433,4.099998474,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,5.06807759,211.9094801,501,0
1392,68.38388062,4.103516579,20.90000153,19,37,44,1.409999967,0,0,0,0,550,0.015,6.743670453,82.91438808,51,0
1394,119.8759766,1.589553475,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,7.636566027,644.9038533,1,0
1396,154.1938019,2.876669645,50.1000061,19,37,44,1.409999967,31,31,38,1.330000043,43,0.0002,3.299043354,598.9832655,251,0
1409,200.306778,0.962970734,1.099990845,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,9.988369896,54.16845615,51,0
1411,16.82055473,1.401025891,0,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,48.85486391,239.704825,5001,3138.456299
1412,19.74031258,3.431903601,8.100001335,10,75,15,1.580000043,15,68,17,1.50999999,90,0.001,26.12505615,1430.758034,251,0
1413,36.75938416,1.759868264,9.199998856,9,80,11,1.600000024,25,63,12,1.419999957,550,0.015,76.13527348,68.26235894,5001,0
1414,6.267851353,0.996468902,2.400000095,22,41,37,1.399999976,29,37,34,1.350000024,270,0.0006,39.64246366,83.45861792,1001,0
1416,96.22795868,0.220716476,1.300003052,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,6.906181209,158.7491812,251,862.1499023
1431,85.18713379,3.130085945,14.29999542,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,0.264565851,129.0415102,1001,0
1432,7.854706764,1.453177452,0,19,37,44,1.409999967,0,0,0,0,550,0.015,17.21225299,2143.097744,1,0
1445,117.421814,4.75026989,16.5,5,89,6,1.700000048,5,89,6,1.700000048,270,0.0006,18.12467067,158.9218349,501,536.401062
1457,67.67532349,3.831409216,23.50000381,49,19,32,1.24000001,47,21,32,1.24000001,33,0.01,3.440894787,92.97149601,251,0
1459,33.57381439,2.224297285,11.10000038,19,37,44,1.409999967,31,31,38,1.330000043,260,0.01,0.870379896,260.3516441,251,2348.743164
1460,41.75093842,1.422596097,14.20000076,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,73.48554789,57.66561545,5001,0
1467,6.595664024,1.622460365,6.299999714,22,39,39,1.389999986,28,37,35,1.350000024,550,0.015,17.04032177,114.3259566,51,0
1474,36.81011963,2.437580109,0,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,67.4961865,64.54994014,5001,0
1476,82.99150085,3.816433907,0,19,37,44,1.409999967,0,0,0,0,550,0.015,41.38326197,74.44879113,1,179.0833282
1492,61.0508194,3.903921843,2.899997711,10,75,15,1.580000043,15,68,17,1.50999999,550,0.015,13.23152185,766.8945393,1,0
1495,12.78417969,2.609052658,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,10.35891457,499.2268819,1,0
1503,10.5858593,4.692461967,6.400000572,4,86,10,1.730000019,5,85,10,1.700000048,33,0.01,2.36858354,220.6472741,2501,30461.66211
1510,74.12081146,4.192418098,1.799995422,22,42,36,1.399999976,0,0,0,0,184,0.02,0.938523685,327.92374,51,0
1520,3.036913872,0.679659128,1.899999857,22,41,37,1.399999976,29,37,34,1.350000024,50,0.00014,37.2401949,110.2356843,1001,0
1523,18.02996445,1.792375088,3,19,37,44,1.409999967,0,0,0,0,550,0.015,21.31215078,944.931375,251,0
1525,173.5376434,10.08412838,81.19999695,22,42,36,1.399999976,0,0,0,0,20,0.0015,4.061408571,250.752221,101,0
1527,13.44761753,1.072557092,4.699999809,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,18.01310918,140.2715788,51,0
1530,155.0548859,1.49719429,16.30000305,10,82,8,1.590000033,17,75,8,1.5,550,0.015,45.90309466,198.6666535,101,0
1531,103.1138229,2.024018049,17.59999847,5,89,6,1.700000048,5,89,6,1.700000048,270,0.0006,11.63376228,200.6794797,501,0
1532,167.2209473,3.876954556,7.299987793,19,37,44,1.409999967,0,0,0,0,550,0.015,12.40495756,56.99283497,51,0
1534,44.49906921,2.066250086,15.69999886,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,64.50817363,231.0456785,251,0
1539,75.37262726,2.032623053,1.900001526,19,45,36,1.419999957,27,39,34,1.360000014,0.1,0.06,1.967227767,124.5158101,251,0
1548,227.2210236,2.689974308,43.69999695,22,42,36,1.399999976,0,0,0,0,184,0.02,8.099651914,210.760366,101,0
1550,92.90573883,2.933370352,18.90000153,19,37,44,1.409999967,0,0,0,0,550,0.015,15.68226089,56.34710141,101,0
1562,62.83918381,1.036597371,7.200000763,11,80,9,1.570000052,19,72,9,1.480000019,550,0.015,29.50629472,645.7137737,101,0
1584,117.5207748,4.033536434,16.79999542,19,37,44,1.409999967,0,0,0,0,550,0.015,43.38706855,78.87664762,1,192.5931396
1591,32.71561813,2.030004025,8.5,4,87,9,1.730000019,4,88,8,1.74000001,75,0.05,29.30044878,80.33313695,251,0
1597,104.9848862,2.976974249,19.09999847,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,25.23293072,100.0307651,1001,0
1600,1.602808595,2.340803146,0,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,28.88650875,291.8122938,251,0
1602,47.37896729,3.525193214,18.60000038,10,76,14,1.580000043,26,60,14,1.409999967,700,0.0005,1.850707139,71.57876316,751,0
1605,171.8453522,2.946432114,67.5,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,29.98648257,65.16875709,51,0
1614,54.47703171,4.737500668,9.400001526,4,87,9,1.730000019,4,88,8,1.74000001,550,0.015,11.65002319,1120.708186,1,252.8517914
1630,47.8771553,1.289450169,1.5,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,2.193604463,967.7517764,501,0
1641,121.4273376,0.56535393,14.3999939,48,23,29,1.25,45,26,29,1.25999999,184,0.02,1.100546016,74.91722251,251,0
1647,125.4835892,0.478078276,26.80000305,19,37,44,1.409999967,31,31,38,1.330000043,100,0.005,31.0650155,547.1017433,51,0
1650,224.2875824,4.913440228,25.69999695,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,18.73166825,110.8919416,51,0
1653,124.6892624,2.75867939,4.300003052,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,29.43822886,600.6946476,251,0
1654,27.9631443,1.50192368,1.100000381,9,78,13,1.600000024,23,64,13,1.429999948,30,0.14,1.321080686,158.2163723,1,0
1655,110.9016418,4.562336922,0,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,12.87757435,948.9920107,101,0
1656,34.79604721,0.95347923,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,16.89656068,1264.083148,1,0
1659,52.9793129,4.776631832,3.200000763,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,7.60733177,604.8653132,51,0
1661,58.05082703,4.00911808,41.80000305,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,4.274714429,103.5520951,251,0
1662,96.70162964,1.278845072,14.19999695,9,78,13,1.600000024,23,64,13,1.429999948,300,0.00064,0.799594239,2387.686483,501,0
1663,39.75876617,4.996384621,16.89999962,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,6.598627277,169.4687009,251,0
1664,0.753183663,0.032283425,0.300000072,22,41,37,1.399999976,29,37,34,1.350000024,400,0.075,109.1902925,97.10080006,1001,0
1676,1.006816506,0.655207515,0.600000143,32,35,33,0.230985165,25,52,23,0.237838149,400,0.075,108.3459297,96.43040099,1001,0
1682,47.36000061,0.605465293,13.5,24,47,29,1.389999986,34,39,27,1.330000043,550,0.015,10.58660497,40.23913862,51,0
1684,25.03578949,3.105294228,5.700000763,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,2.135384943,92.2726456,251,0
1688,1.807265639,0.346895099,0,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,27.51917556,594.1481702,251,56796.68359
1689,119.0562897,3.664833546,1,49,19,32,1.24000001,51,18,31,1.230000019,550,0.015,24.18338687,2651.680193,101,0
1696,111.4225922,0.954211354,14,22,42,36,1.399999976,0,0,0,0,0.1,0.06,0.462813138,134.6922299,251,0
1700,88.99711609,4.946404457,5.299995422,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,3.045153796,105.5346043,1,0
1701,90.96150208,7.110888004,5.299995422,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,3.063164148,105.9579922,1,0
1703,105.8057098,2.313564777,3.799995422,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,25.30535383,207.4233495,251,0
1707,62.97000122,0.534640014,0,54,22,24,1.230000019,44,34,22,1.279999971,550,0.015,52.50567378,68.29985994,1001,0
1715,124.5908508,4.731775761,4.000007629,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,30.08610285,181.4745177,1,0
1717,76.48636627,3.616807461,12.09999847,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,0.056696102,72.83286465,101,0
1718,26.4545517,0.746531963,1.699998856,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,3.23491211,60.72989426,251,0
1720,0.218269527,0.083510652,0.899999976,49,19,32,1.24000001,47,21,32,1.24000001,400,0.075,111.3798755,114.6543589,1001,0
1727,84.27012634,4.13216877,25.60000229,24,48,28,1.399999976,34,41,25,1.330000043,90,0.001,27.84691476,196.7863589,251,0
1731,18.83394623,1.484428763,4.800001144,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,70.39466847,54.48866713,5001,0
1737,114.309845,0.981306732,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,27.21488952,62.69190431,51,5.540248871
1741,22.12712479,5.686579227,0,19,37,44,1.409999967,31,31,38,1.330000043,400,0.075,96.04301674,235.7499102,1001,0
1745,86.58694458,3.497899532,35.80000305,49,19,32,1.24000001,51,18,31,1.230000019,50,0.00014,3.789093325,203.4193028,1,0
1753,106.949295,2.985681534,11.90000153,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,38.2974767,92.59865365,1,625.6021118
1778,23.9175663,9.974603653,3.799999237,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,4.272568574,69.06766559,251,0
1780,63.0193367,0.774588287,1,19,37,44,1.409999967,0,0,0,0,550,0.015,9.521945612,35.24018632,51,71.61538696
1782,108.9103775,2.508900404,26.80000305,19,37,44,1.409999967,0,0,0,0,550,0.015,35.27971866,140.3321308,1,0
1788,143.6113739,4.39396286,94.20000458,19,37,44,1.409999967,0,0,0,0,550,0.015,16.58137366,84.93206978,1,0
1789,41.81261826,1.120606184,0,22,42,36,1.399999976,25,41,34,1.379999995,270,0.0006,11.47231173,1181.934229,251,0
1791,11.45721912,15.05022621,6.300000191,49,19,32,1.24000001,47,21,32,1.24000001,550,0.015,19.02135851,1358.719274,1,0
1795,121.4259796,5.778671265,14.5,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,0.116001256,81.33592406,1001,0
1797,79.1995163,1.608315229,0,10,80,10,1.590000033,22,65,13,1.440000057,33,0.01,0.524997528,67.84407498,251,0
1805,83.71085358,0.975168824,1.599998474,22,42,36,1.399999976,25,41,34,1.379999995,0.1,0.06,6.91484633,111.5414277,251,0
1809,62.30638123,3.853850603,7.900001526,5,89,6,1.700000048,5,89,6,1.700000048,30,0.14,0.696429286,71.26973418,1001,0
1810,20.25468826,0.546952724,0,24,47,29,1.389999986,34,39,27,1.330000043,550,0.015,14.6312097,90.31944763,51,0
1812,96.00782776,4.931013107,12.29999542,22,42,36,1.399999976,25,41,34,1.379999995,100,0.005,20.54692129,346.2659545,51,0
1816,86.52226257,1.451385856,4.300003052,19,41,40,1.419999957,19,44,37,1.419999957,0.1,0.06,4.829614112,118.6106593,251,0
1820,12.24871063,1.472122669,3,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,4.036936907,147.1341745,2501,0
1821,125.5464935,4.401920795,16.70000458,19,37,44,1.409999967,0,0,0,0,550,0.015,17.36122734,66.48386924,1,0
1855,32.81933594,2.181215763,6.100000381,8,76,16,1.610000014,8,76,16,1.116897106,550,0.015,51.97945103,230.7007104,5001,0
1857,24.31378937,15.54828167,1,9,80,11,1.600000024,25,63,12,1.419999957,550,0.015,72.301267,65.4812984,5001,0
1861,53.39342117,1.736115336,8.900001526,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,1.163400109,108.1917118,1,51.22916794
1867,167.3728638,2.311054468,30.8999939,22,42,36,1.399999976,25,41,34,1.379999995,260,0.01,2.551198664,1117.797127,1001,0
1871,62.3308754,3.792867661,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,25.24013652,88.87112896,1001,0
1873,278.7577515,3.457238436,60.80001831,24,48,28,1.399999976,34,41,25,1.330000043,20,0.01,1.723389803,92.04760844,1,0
1878,68.78948975,5.795218945,23.79999924,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,29.58551792,104.105716,1,34.41073227
1880,106.8883057,3.770567894,7.299995422,22,42,36,1.399999976,25,41,34,1.379999995,520,0.005,35.83389454,55.53962487,51,0
1882,61.26390839,1.253742218,0,19,37,44,1.409999967,0,0,0,0,550,0.015,7.659405862,45.86190385,101,0.029876256
1885,97.73478699,1.536718369,29,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,1.445369095,288.3810205,1001,650.473938
1886,5.027038097,1.115554333,2.099999905,24,47,29,1.389999986,34,39,27,1.330000043,550,0.015,25.84587143,1082.891781,1001,4704.42041
1892,25.01382828,1.226430893,10.39999962,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,2.801319215,231.3441188,2501,0
1893,73.71081543,4.076919079,2.799995422,11,80,9,1.570000052,19,72,9,1.480000019,0.1,0.06,2.61733892,131.6118668,251,0
1898,88.03330231,0.874383628,12.30000305,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,29.47100911,528.9057529,1,0
1903,61.96684647,5.727022648,35.00000381,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,19.00832544,1243.822183,1001,0
1907,265.6378174,2.129617929,55.1000061,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,18.58457741,77.2836682,51,0
1911,32.89945221,2.2053473,0,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,63.83014237,99.19762096,5001,0
1921,175.8085175,0.862934828,18.5,22,42,36,1.399999976,0,0,0,0,184,0.02,0.580876954,192.0542417,251,0
1922,102.4285431,2.717182398,17.80000305,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,32.30292932,232.6308766,51,0
1928,31.12011719,0.969408095,4.5,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,14.41672103,165.4006873,51,1122.758545
1937,109.975708,1.87446177,7.900001526,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,2.140748684,79.39084546,51,0
1948,115.2001038,3.907377005,50.60000229,19,37,44,1.409999967,0,0,0,0,550,0.015,9.702675177,480.1515017,1,0
1952,110.9561157,1.434252858,9.199996948,49,19,32,1.24000001,51,18,31,1.230000019,520,0.005,43.89670377,192.302946,101,0
1954,163.2089691,2.640049934,8.100006104,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,24.93981947,59.95205823,51,0
1955,71.06117249,0.613132954,5.700004578,9,77,14,1.600000024,17,67,16,1.480000019,30,0.14,1.13551128,71.19730999,1001,0
1956,42.23931122,0.083327457,0.199996948,5,90,5,1.710000038,8,87,5,1.629999995,270,0.0006,65.50432812,169.4790957,251,0
1962,67.1762085,3.571174383,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,16.24837176,319.8147828,1,0
1963,30.72333908,5.591773987,7.199998856,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,76.75882202,80.19675842,5001,0.300000042
1964,34.03531265,0.68056792,0,9,77,14,1.600000024,17,67,16,1.480000019,90,0.001,25.00748446,1077.042372,251,0
1970,40.53210449,2.989959955,8.199996948,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,1.412552317,93.44471789,251,0
1972,165.987381,2.1448493,26.8999939,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,33.77417209,77.87529999,51,0
1984,14.88070297,0.874269009,0,5,89,6,1.700000048,5,89,6,1.700000048,50,0.00014,46.30887408,67.55312162,1001,0
1985,127.2141113,6.256939411,1.699996948,48,23,29,1.25,45,26,29,1.25999999,184,0.02,0.417077946,41.34935424,51,0
1990,78.45342255,2.519583702,4.600006104,19,45,36,1.419999957,27,39,34,1.360000014,0.1,0.06,1.500311616,129.7177478,251,0
1991,28.43565559,5.054894447,9.700000763,11,80,9,1.570000052,19,72,9,1.480000019,270,0.0006,64.34026874,285.6685818,251,0
2006,113.0422821,1.101907849,4.599998474,49,19,32,1.24000001,51,18,31,1.230000019,550,0.015,54.2981267,109.2462947,5001,0
2013,52.61116791,1.068876743,10.79999924,19,37,44,1.409999967,0,0,0,0,550,0.015,42.52281067,272.6971725,1,0
2014,52.96136856,2.06524992,2.799999237,21,39,40,1.399999976,21,41,38,1.399999976,33,0.01,0.074502413,524.0922278,1001,0
2028,76.98816681,1.010550141,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,20.90247067,84.88453198,1001,124.6425171
2031,79.15325928,0.508554399,3.400001526,19,37,44,1.409999967,31,31,38,1.330000043,30,0.14,0.254590499,175.8418561,251,0
2035,112.7326508,1.295816302,1.599998474,54,22,24,1.230000019,44,34,22,1.279999971,184,0.02,5.416338288,285.2649103,51,0
2043,76.77615356,6.297720909,7.599998474,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,42.96886635,319.2759315,1,0
2048,57.45245361,5.697706223,13,19,37,44,1.409999967,0,0,0,0,550,0.015,45.38057716,89.72347582,1,0
2050,100.6879883,0.781339824,0,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,2.290457668,202.3952003,1001,0
2053,27.83276558,3.088986874,8.100000381,22,42,36,1.399999976,25,41,34,1.379999995,260,0.01,0.40694824,205.8324307,51,0
2067,64.04639435,2.484015703,15.50000381,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,0.338047434,116.6835168,101,5497.859375
2068,35.35186768,1.340121746,18.70000076,5,90,5,1.710000038,8,87,5,1.629999995,270,0.0006,46.56465744,79.75510246,1001,0
2082,9.899394989,0.367003858,3.5,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,94.0789733,161.2230227,1001,0
2090,3.983366966,1.399728298,2.299999952,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,0.703315027,354.0510416,2501,0
2100,104.2395325,1.621792793,12,47,31,22,1.25999999,53,27,20,1.24000001,550,0.015,62.34120129,341.9332073,1001,0
2105,302.2536621,2.844488382,11.70001221,24,48,28,1.399999976,34,41,25,1.330000043,20,0.01,8.75514422,70.41717161,1,0
2108,50.66067505,9.425232887,34.5,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,0.795222581,102.8808902,101,0
2112,23.08405495,1.99304533,10.80000114,19,37,44,1.409999967,31,31,38,1.330000043,30,0.14,1.688611164,63.62214601,1,0
2117,59.19168472,1.641125083,4.100002289,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,42.5586151,448.4753169,1,0
2125,185.6687775,1.000241399,58.5,22,42,36,1.399999976,0,0,0,0,184,0.02,0.889828149,34.13477331,51,0
2134,28.5947113,2.635253191,7.600000381,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,4.510872329,66.63873972,251,149.4469452
2137,142.4079742,3.486482143,67.3999939,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,0.403000321,163.8536222,51,0
2150,76.93886566,2.319236994,18.60000229,5,90,5,1.710000038,8,87,5,1.629999995,100,0.005,11.98127783,1220.373793,1,0
2158,98.34846497,1.935444474,4.300003052,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,0.822196797,84.16455698,51,0
2161,99.78031158,2.063726425,15.90000153,49,19,32,1.24000001,51,18,31,1.230000019,550,0.015,59.23892855,185.4544924,5001,0
2166,88.43577576,5.17134428,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,9.814178452,31.402695,51,0
2176,43.36120987,2.922420263,6.5,8,76,16,1.610000014,8,76,16,1.116897106,550,0.015,58.62539156,138.6630497,5001,0
2181,57.08285141,1.59757483,8.099998474,10,75,15,1.580000043,15,68,17,1.50999999,90,0.001,12.1771169,1938.745513,1,0
2187,49.16068649,0.270636171,11.5,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,82.26629255,129.0816302,1001,2054.864502
2193,7.858382702,0.203367621,1.499999523,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,0.832141737,122.7780159,501,0
