No,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs
1955,2,1,2,4,2,9,0,0,3,9,6,8,0,5,4,5,6
1956,1,2,6,3,0,3,8,1,0,9,2,0,9,6,6,6,0
1962,7,0,0,3,2,3,3,2,2,3,8,6,4,1,0,8,9
1963,4,0,8,0,0,0,8,4,8,0,0,8,8,0,3,1,2
1964,7,7,5,9,6,9,5,1,8,4,3,2,0,5,1,9,0
1970,7,9,8,1,6,1,1,7,8,8,1,8,7,8,1,4,0
1972,2,6,5,8,8,0,1,6,2,8,8,5,2,3,3,5,8
1984,9,3,6,1,9,0,8,6,2,6,3,7,2,3,4,6,9
1985,5,3,5,8,6,6,3,3,6,9,1,5,9,5,0,5,4
1990,0,3,0,5,8,0,5,7,1,4,8,3,3,6,9,4,4
1991,7,6,4,3,7,6,1,3,2,6,5,0,2,4,8,3,0
2006,7,5,0,8,5,0,6,0,8,4,5,7,9,3,9,9,5
2013,7,9,8,7,8,9,4,4,4,6,3,2,6,9,5,9,4
2014,9,0,8,0,2,1,0,0,3,7,9,3,2,0,2,7,3
2028,6,6,4,6,8,8,9,7,5,9,7,6,0,1,5,0,3
2031,9,1,8,2,9,4,8,4,7,2,8,8,0,0,5,4,4
2035,9,5,7,7,7,5,0,9,3,6,0,3,1,3,9,6,9
2043,5,3,7,2,2,3,2,7,1,9,1,9,0,9,2,8,8
2048,7,7,5,1,6,3,8,2,0,3,4,0,3,8,6,6,9
2050,9,7,8,9,8,4,3,0,3,4,5,6,7,4,9,0,2
2053,2,0,0,1,1,3,2,3,9,3,0,8,3,9,3,7,2
2067,3,2,3,5,9,1,1,6,2,6,8,7,2,6,1,3,7
2068,9,2,3,1,3,2,4,6,6,4,3,0,9,3,1,1,0
2082,3,0,0,6,0,5,0,3,3,3,5,4,0,3,8,3,3
2090,2,9,6,5,6,4,8,1,0,4,7,2,5,7,7,2,5
2100,9,2,1,4,0,7,8,0,5,6,0,3,9,2,5,7,3
2105,7,0,5,9,2,7,3,2,2,6,9,0,8,9,3,1,8
2108,3,4,8,3,4,3,9,0,6,1,1,1,6,5,9,2,7
2112,1,0,4,5,0,8,4,4,3,0,0,0,4,3,6,6,6
2117,1,6,4,6,1,0,6,3,0,0,8,4,7,0,5,5,4
2125,6,9,0,2,3,1,3,9,1,7,4,9,4,7,0,2,4
2134,0,3,7,7,8,6,5,9,6,0,3,0,2,4,3,3,3
2137,0,7,6,8,1,4,3,7,9,5,8,6,3,9,0,7,7
2150,5,6,2,9,0,2,2,2,7,5,7,6,8,3,8,2,4
2158,1,8,9,1,5,0,6,0,7,8,5,3,9,1,9,1,0
2161,3,1,3,6,5,7,6,4,9,3,9,3,8,2,6,7,2
2166,0,7,6,0,6,9,6,9,5,1,9,9,8,9,1,9,5
2176,8,5,1,8,6,8,2,7,8,0,8,3,0,4,8,3,1
2181,5,3,4,9,9,0,9,0,7,3,3,4,3,4,1,5,0
2187,8,6,0,9,3,2,7,0,2,7,6,7,2,9,2,2,5
2193,0,3,9,6,6,6,8,7,2,8,2,6,9,5,6,8,7
2203,4,8,1,4,9,5,4,7,9,1,5,4,3,1,5,8,2
2212,5,1,4,5,9,9,8,3,7,9,8,4,1,0,2,4,3
2215,3,7,7,2,4,8,0,3,7,3,8,5,1,7,1,2,2
2216,6,8,4,9,5,5,9,9,4,5,3,4,1,7,6,3,3
2219,8,6,8,6,8,3,0,1,7,6,7,8,3,2,4,6,3
2220,2,1,7,1,3,4,9,3,6,4,6,3,1,1,0,0,7
2222,1,6,0,8,2,4,2,0,3,7,4,5,8,0,5,2,4
2227,2,1,9,1,7,8,9,9,0,6,2,8,2,6,8,1,8
2235,1,1,0,6,3,2,0,0,3,3,7,1,2,9,4,5,8
2239,0,3,1,9,8,0,5,4,7,2,7,6,2,3,7,3,7
2243,4,7,9,9,6,9,4,8,1,9,2,2,7,3,8,1,7
2248,5,4,8,3,3,0,7,6,8,4,6,9,8,0,8,7,3
2251,0,9,2,8,1,2,4,9,0,8,1,5,9,7,6,7,0
2252,0,2,4,8,2,1,8,5,2,5,3,1,8,7,4,9,8
2257,5,7,2,3,9,2,8,8,1,5,7,0,8,7,6,5,9
2260,2,8,8,9,1,2,4,3,1,7,9,1,5,9,7,7,2
2278,9,7,1,3,7,5,4,6,4,0,1,9,5,2,1,8,9
2288,4,3,2,7,2,5,4,7,3,5,1,6,7,4,9,8,3
2289,2,9,6,6,3,9,3,0,2,0,8,8,2,3,2,6,0
2291,4,0,3,3,2,9,5,9,7,3,3,1,4,9,8,9,6
2294,3,8,7,2,9,2,4,9,6,7,5,1,2,3,8,6,2
2315,0,3,0,1,4,6,7,3,1,7,1,9,1,6,2,8,1
2330,4,2,0,6,6,7,6,4,6,1,8,8,2,5,1,0,2
2333,6,4,1,1,5,4,7,2,3,6,7,5,3,3,8,3,3
2339,4,2,0,2,0,6,0,5,3,9,5,1,5,4,0,9,8
2340,1,2,3,1,1,5,2,7,0,3,5,4,8,0,0,9,7
2342,2,4,7,8,2,2,8,9,5,5,4,8,9,0,9,4,2
2343,6,6,7,3,5,8,0,3,0,8,0,4,0,9,8,0,3
2344,1,8,2,6,1,6,4,6,0,0,8,8,4,0,1,3,1
2353,0,5,9,2,3,1,3,5,6,1,8,4,9,7,9,6,8
2355,2,9,4,3,3,8,7,4,1,0,8,6,6,0,8,9,2
2369,9,0,0,1,5,1,0,9,4,1,6,8,3,1,4,1,8
2370,7,3,7,1,6,5,6,2,0,6,5,4,5,8,6,0,0
2373,4,0,7,4,1,3,9,0,6,7,6,9,8,5,6,4,5
2381,5,3,2,9,4,8,9,9,9,8,0,6,4,0,2,8,1
2392,8,7,4,5,5,6,4,4,4,8,9,4,9,0,4,1,0
2394,5,6,3,0,8,3,3,3,0,1,9,6,1,5,3,7,1
2397,1,3,9,0,5,6,0,3,7,3,0,3,5,0,2,4,0
2404,8,7,3,9,0,8,2,4,8,6,5,0,4,7,0,5,8
2424,4,1,3,6,7,0,9,2,2,6,6,9,5,6,6,0,5
2431,5,4,5,9,5,2,9,2,9,1,3,6,7,1,6,7,0
2444,0,9,3,7,9,1,9,9,3,9,7,7,3,0,9,8,7
2455,0,0,4,2,7,6,0,9,2,2,4,8,9,0,1,1,2
2464,0,5,2,2,6,5,7,8,2,6,9,3,3,4,5,6,5
2465,4,7,0,5,5,0,3,1,0,3,1,1,1,5,8,9,7
2468,2,2,1,4,1,2,8,9,7,6,3,0,2,1,6,8,3
2478,1,9,7,5,6,8,3,1,7,0,0,7,4,8,9,1,3
2481,0,6,6,1,7,7,7,4,5,0,5,7,0,5,3,0,8
2483,3,2,0,3,3,8,6,1,7,0,7,4,3,7,0,0,9
2486,0,3,7,9,9,2,7,4,1,6,4,2,1,3,1,4,3
2491,7,4,8,2,9,8,5,9,7,1,8,9,4,7,9,5,8
2494,6,4,2,6,6,8,3,9,5,8,3,3,3,3,8,6,2
2498,2,4,4,8,7,8,9,7,4,4,3,0,8,2,1,6,5
2500,0,4,6,3,7,6,5,9,4,4,8,3,1,0,8,8,5
2506,9,2,5,2,8,6,0,1,1,1,3,2,7,7,4,1,7
2509,8,8,8,6,0,8,1,3,4,4,7,2,3,7,1,9,4
2519,9,9,0,1,2,3,6,8,9,5,8,8,1,2,0,6,1
2520,1,4,6,0,8,5,6,6,1,0,6,7,1,1,7,1,1
2524,4,8,0,3,4,9,5,9,7,9,5,9,2,1,3,1,4
2526,1,4,7,7,9,0,1,2,0,0,6,1,0,7,8,4,3
2528,2,5,3,5,1,7,6,1,2,3,3,5,2,6,3,9,3
2531,2,9,5,9,7,2,0,5,1,3,6,4,3,8,9,6,2
2538,6,7,1,9,0,2,2,0,2,2,2,9,9,2,9,5,0
2539,0,7,2,0,0,3,3,0,9,1,1,8,4,7,5,0,2
2540,0,0,6,2,1,2,2,0,5,2,6,4,6,1,2,5,7
2543,7,8,2,7,8,5,8,7,1,8,2,6,0,9,4,9,9
2544,2,2,0,7,9,9,1,5,8,0,9,8,1,2,6,4,5
2545,0,6,6,0,0,6,3,7,9,5,6,3,1,6,0,7,7
2547,0,3,3,7,3,4,0,0,1,6,0,6,9,2,8,8,6
2552,4,8,1,9,7,1,5,5,6,2,2,9,0,3,6,2,4
2555,7,6,6,0,8,5,8,5,6,9,4,8,9,4,7,9,1
2560,1,5,2,1,3,7,8,7,8,6,0,6,1,9,2,4,1
2561,2,4,9,4,5,4,9,3,0,8,6,2,0,3,4,2,9
2564,2,4,2,5,1,1,6,1,6,8,2,0,3,6,7,9,2
2566,1,4,6,9,7,9,0,4,0,2,6,7,3,6,6,8,6
2567,4,0,2,6,1,7,3,3,7,8,8,3,4,4,8,2,7
2572,6,4,3,3,5,6,3,5,4,1,2,7,4,4,6,7,7
2577,6,5,9,2,9,7,1,4,6,7,9,1,5,8,0,7,2
2580,4,0,0,6,1,1,8,5,2,6,4,8,4,9,4,2,1
2595,7,0,9,4,3,2,7,7,3,2,4,4,0,6,1,7,5
2603,0,4,8,9,3,7,5,9,0,2,9,2,0,7,7,2,4
2604,9,8,6,1,0,8,1,7,6,9,8,9,2,9,4,8,8
2612,2,8,8,4,7,8,4,1,9,0,6,3,8,6,6,7,4
2616,4,8,7,1,4,4,3,3,4,6,5,1,2,4,1,5,1
2622,1,1,1,0,2,2,6,6,0,9,2,2,0,0,5,2,5
2627,1,5,3,3,3,3,9,4,1,8,3,3,9,4,6,7,8
2630,0,0,7,3,4,2,5,7,1,0,3,8,2,9,0,4,2
2636,4,2,7,9,0,8,0,6,0,1,7,1,2,4,0,4,1
2642,7,8,3,1,0,6,6,7,2,5,5,1,4,5,5,4,7
2643,7,1,0,3,7,9,8,0,1,0,7,7,0,9,9,5,2
2649,3,0,0,5,2,4,3,0,0,7,2,0,9,8,0,3,0
2660,2,6,5,2,1,8,4,1,9,8,1,5,3,0,4,4,8
2662,1,8,3,0,4,8,7,5,7,5,4,4,5,5,8,5,1
2666,5,3,3,5,2,0,1,3,3,6,3,1,6,3,6,7,5
2669,4,3,3,6,2,1,8,7,6,3,9,3,0,9,6,1,8
2673,4,0,7,8,1,9,2,4,0,3,3,1,6,2,1,5,4
2676,7,3,0,5,0,9,4,4,1,5,8,3,0,1,0,4,0
2677,5,1,8,5,9,7,2,5,8,6,1,4,7,8,5,7,4
2679,4,7,4,2,7,7,7,8,8,3,8,3,1,5,9,5,0
2680,7,8,6,2,0,5,4,9,4,4,4,7,6,6,4,8,8
2681,9,1,1,1,2,6,8,6,9,5,1,8,0,3,5,5,4
2684,6,4,2,5,5,2,1,4,5,2,1,4,5,1,5,9,6
2690,2,2,2,7,7,7,2,5,7,4,0,5,2,0,6,1,2
2697,8,3,7,4,6,5,3,3,2,0,4,3,0,0,4,0,0
2716,6,7,4,3,5,1,2,3,9,5,7,0,6,0,3,9,2
2718,6,8,5,6,7,0,8,7,5,7,8,6,4,2,3,5,6
2721,9,5,8,0,5,1,1,1,5,2,7,3,1,1,5,2,3
2723,4,7,3,5,3,2,1,6,7,4,6,7,5,7,6,9,1
2724,6,4,1,1,7,5,1,6,4,5,4,0,4,8,8,6,3
2726,3,6,7,2,1,6,1,8,4,7,0,8,7,0,1,9,0
2731,1,9,9,2,6,4,7,5,4,7,1,3,2,8,6,2,0
2734,2,4,9,3,1,0,1,0,3,6,1,5,2,1,1,0,5
2740,8,1,8,0,7,4,5,2,5,4,4,6,4,1,2,6,9
2741,0,4,8,8,8,1,3,8,0,0,9,2,0,2,0,7,5
2742,7,0,5,6,8,4,6,3,7,6,5,2,4,9,6,9,6
2743,5,3,0,2,6,3,0,6,1,5,2,9,7,3,4,8,1
2744,5,9,6,1,2,9,7,1,7,7,6,0,5,2,7,2,1
2748,3,9,5,7,3,8,7,2,8,8,1,8,7,5,2,5,2
2749,2,4,2,1,9,8,3,1,5,3,4,6,6,5,1,5,4
2753,9,4,9,9,9,2,3,0,7,6,8,0,1,1,6,2,2
2759,4,9,9,3,3,8,6,1,9,4,1,0,1,2,5,2,2
2764,2,4,2,3,3,5,6,2,3,0,5,5,4,0,6,7,4
2776,7,4,9,6,7,1,3,3,2,4,7,2,6,9,8,0,1
2777,9,7,5,6,0,3,9,7,7,7,5,9,5,6,2,9,0
2778,1,6,1,7,2,0,1,7,0,9,5,9,0,3,2,1,2
2781,2,2,9,0,7,5,0,8,5,4,6,6,9,6,9,7,6
2782,7,0,4,1,7,0,2,5,9,8,1,0,4,5,5,8,5
2784,0,1,7,1,8,1,2,2,5,2,3,7,3,2,4,1,2
2799,2,8,2,0,8,9,0,1,7,7,0,8,3,3,0,9,1
2800,9,1,2,1,7,8,9,6,3,9,6,1,8,9,7,0,8
2809,5,4,3,2,0,9,7,8,1,8,4,3,9,2,1,9,7
2811,1,3,0,3,9,7,1,9,2,7,8,5,7,6,5,1,0
2818,5,4,9,4,3,5,2,0,3,3,6,5,9,6,6,2,3
2820,9,9,0,1,0,1,7,9,3,3,1,7,5,7,0,0,9
2826,4,8,4,5,1,1,4,4,1,3,4,6,6,1,0,4,7
2828,7,6,3,6,6,5,9,0,9,0,3,7,9,4,1,8,9
2832,8,1,1,1,8,5,9,3,3,0,6,3,0,0,8,0,0
2833,2,9,4,0,5,7,5,9,2,8,9,9,6,4,2,9,8
2840,2,5,8,2,7,5,6,0,9,3,6,8,3,7,5,1,5
2843,7,0,3,1,4,4,2,0,7,8,3,4,7,1,7,1,0
2853,0,7,7,6,6,6,0,4,2,1,4,0,4,5,2,7,2
2854,3,1,8,0,7,3,5,1,0,9,0,2,1,1,1,6,7
2855,7,0,7,5,9,1,0,1,4,9,1,5,2,8,3,6,2
2862,2,1,2,6,7,5,9,4,7,4,0,9,3,3,1,0,9
2868,5,8,8,4,9,9,5,7,1,8,3,7,9,4,6,6,6
2876,1,0,3,5,8,2,3,9,2,8,4,6,8,2,3,4,5
2878,2,8,5,0,8,4,6,8,0,1,4,7,3,6,5,7,8
2895,3,9,3,9,5,0,8,6,3,8,5,2,2,9,4,9,1
2897,3,3,9,0,4,9,9,0,9,3,8,6,5,7,0,1,4
2902,7,7,8,7,1,4,3,6,4,0,1,2,3,0,4,3,5
2909,9,1,5,8,2,8,4,9,3,1,9,5,4,9,5,5,3
2916,3,4,8,2,6,0,0,5,9,9,2,4,0,5,0,7,4
2918,8,5,1,5,0,9,3,5,9,5,5,1,7,7,4,2,0
2924,3,6,7,0,1,4,0,7,4,2,2,0,1,7,3,9,6
2927,9,0,1,0,6,6,3,5,8,6,1,5,2,9,3,2,4
2928,5,2,2,7,8,7,3,2,8,2,6,0,4,5,0,2,4
2935,8,4,5,7,7,3,5,0,5,8,5,5,4,8,5,9,1
2939,7,3,6,9,0,9,9,3,6,8,7,0,7,1,9,7,9
2944,2,2,2,4,4,5,8,3,4,0,2,5,2,6,8,6,0
2949,1,4,1,8,2,2,3,4,0,1,4,6,7,4,7,5,0
2955,0,0,7,4,7,4,6,8,1,2,3,5,5,6,2,5,3
2961,7,8,3,1,5,9,1,0,1,3,0,5,1,7,4,4,8
2966,0,1,1,8,2,9,8,6,7,4,4,9,4,3,0,0,4
2985,3,2,3,5,1,2,6,9,7,5,8,7,8,5,3,1,4
2986,2,8,1,8,3,0,8,6,2,9,3,7,0,6,0,3,8
2988,5,4,0,3,0,3,4,9,8,5,8,6,9,8,1,2,4
2990,9,3,8,7,5,2,1,7,6,7,9,1,3,3,6,5,3
2992,1,4,2,3,6,6,9,2,9,4,1,8,1,4,9,9,5
3000,1,1,0,4,1,4,0,5,7,2,0,9,1,4,6,4,5
3009,4,2,9,6,0,1,0,4,0,3,1,3,0,0,5,3,3
3024,5,6,8,1,1,6,6,8,9,6,6,3,6,2,9,8,6
3026,0,9,9,3,9,3,4,1,9,1,7,6,5,4,2,5,7
3029,0,3,9,2,3,7,8,2,9,4,4,5,5,8,6,9,9
3030,5,4,9,7,6,4,4,5,1,6,7,0,5,4,7,4,9
3031,9,3,8,1,1,5,4,7,0,8,6,5,5,4,4,1,1
3032,8,5,1,0,8,7,1,4,6,0,5,4,5,2,2,4,1
3033,2,2,0,8,2,6,3,3,1,6,2,4,8,5,7,4,3
3063,5,6,9,7,8,8,1,3,9,6,7,1,1,4,5,2,1
3064,2,5,2,5,3,0,0,7,1,4,9,2,8,1,4,1,2
3104,8,1,9,7,3,9,3,8,6,3,9,2,3,2,7,7,9
3115,7,7,5,9,0,0,5,2,5,8,5,5,3,2,6,1,3
3129,4,2,7,4,5,7,9,7,2,0,1,6,1,4,8,4,2
3144,3,0,9,6,9,5,8,7,4,4,9,8,9,4,5,7,1
3145,9,6,9,8,0,5,1,2,1,7,9,7,3,4,9,9,3
3146,1,3,6,6,6,4,6,3,7,9,7,5,1,9,7,9,0
3149,8,3,4,1,5,1,0,2,4,8,6,6,5,0,5,6,8
3178,5,6,6,1,0,2,2,7,5,8,8,8,8,4,3,3,9
3179,5,5,5,9,2,3,3,9,6,6,0,7,8,2,2,8,7
3204,3,9,6,3,2,7,1,8,8,6,2,0,7,6,9,3,9
3205,5,2,1,7,8,1,3,7,8,8,8,9,0,2,8,7,5
3247,1,9,7,3,3,3,4,8,5,6,7,9,0,6,8,9,2
3271,1,6,6,7,9,5,7,8,7,1,7,3,8,3,2,9,4
3272,8,0,5,7,9,6,6,5,1,8,8,7,2,1,9,5,8
3277,5,2,3,5,4,2,0,8,4,3,9,0,0,3,4,7,9
3290,5,5,1,4,9,4,5,6,6,7,9,8,6,0,2,1,7
3291,2,3,3,3,8,0,5,5,9,3,6,2,6,4,2,9,0
3312,6,2,4,4,3,7,2,8,2,5,9,3,2,1,4,4,5
3315,8,6,9,3,1,0,6,0,8,4,3,5,2,0,9,2,6
3318,7,8,8,7,6,0,1,7,2,6,6,4,6,8,2,1,9
3319,5,5,1,0,7,4,7,8,2,8,2,2,2,3,9,4,2
3320,6,4,3,0,9,2,3,0,0,6,6,3,6,0,6,5,3
3321,3,8,1,9,5,7,5,8,0,1,7,8,5,2,7,8,0
3328,0,9,6,0,2,2,3,6,0,4,5,9,2,1,8,5,0
3340,6,8,8,9,2,3,7,4,9,4,1,8,2,8,0,7,3
3348,0,6,1,5,0,0,4,1,4,6,6,9,4,0,8,9,0
3349,0,3,3,1,7,6,2,5,3,7,7,5,6,0,6,3,4
3356,6,9,0,4,9,6,3,2,9,9,5,0,6,8,0,6,4
3382,1,8,6,6,7,7,7,2,3,9,4,3,0,2,5,9,9
3387,5,1,4,4,2,0,0,3,2,4,1,2,6,2,8,7,5
3398,9,5,1,3,6,4,4,5,7,5,6,9,7,9,5,8,3
3403,9,6,3,5,3,5,5,3,3,6,1,0,7,5,3,9,2
3423,5,9,1,8,7,2,9,0,0,0,8,3,1,8,1,8,5
3426,6,6,3,7,1,2,7,0,1,7,6,1,8,1,8,5,4
3436,0,3,3,0,9,7,0,2,9,7,8,2,1,7,0,6,0
3439,1,4,9,7,5,8,8,9,9,2,4,5,9,4,7,9,2
3458,5,1,0,5,0,2,7,9,0,1,9,0,0,0,5,2,0
